Username,Title,Rating,overall_rating,story,acting,music,rewatch
Fantasy hearteu,Mr. Queen,9.0,10,9.5,10,10,9.0
Jane Belen,Mr. Queen,9.0,10,10,10,9.5,10
enova,Mr. Queen,9.0,9.5,8.0,10,10,9.5
Chsh263,Mr. Queen,9.0,7.0,6.0,9.0,6.0,1.0
SSnow,Mr. Queen,9.0,10,9.5,10,10,10
MG Mayre,Mr. Queen,9.0,8.5,9.0,10,7.5,8.0
Leon,Mr. Queen,9.0,8.5,8.5,10,10,8.0
linxminx,Mr. Queen,9.0,9.0,9.0,9.0,6.0,8.5
Zogitt,Mr. Queen,9.0,9.5,9.0,10,9.0,9.5
Far_Away,Mr. Queen,9.0,10,10,10,10,10
kdramas_stan,Mr. Queen,9.0,10,10,10,10,8.0
Kdramapanda20,Mr. Queen,9.0,10,9.0,9.0,8.0,10
Amalialila88,Mr. Queen,9.0,10,10,10,10,10
Delon,Mr. Queen,9.0,10,10,10,10,10
Islandgal,Mr. Queen,9.0,10,9.5,10,10,9.5
shiny_diamond,Mr. Queen,9.0,9.5,9.0,10,9.0,10
Longtobeclose,Mr. Queen,9.0,10,9.0,10,8.0,10
Dejes,Mr. Queen,9.0,9.5,9.0,10,8.0,10
toldie,Mr. Queen,9.0,9.0,8.5,10,9.0,8.0
Eva Wolff,Mr. Queen,9.0,10,10,10,7.0,10
emalii,Mr. Queen,9.0,10,9.5,10,10,10
Demi,Mr. Queen,9.0,10,10,10,10,10
chimtrivias,Mr. Queen,9.0,9.5,10,9.5,10,10
WatchGeriGo,Mr. Queen,9.0,9.5,9.5,9.5,8.0,9.5
SieL68,Mr. Queen,9.0,10,10,10,10,9.0
hiphop123,Mr. Queen,9.0,9.5,9.0,10,8.0,10
nabs,Mr. Queen,9.0,8.5,8.0,9.0,7.0,9.0
drama-watcher,Mr. Queen,9.0,8.5,8.0,10,9.0,7.0
danabob,Mr. Queen,9.0,9.0,9.5,10,9.0,9.0
Heyena,Mr. Queen,9.0,8.0,7.5,10,10,8.0
Aylin,Mr. Queen,9.0,6.5,6.0,9.0,8.0,5.5
HealingVibes,Mr. Queen,9.0,10,10,9.5,10,10
BL worshipper,Mr. Queen,9.0,8.0,9.0,10,9.0,8.5
bubblesmj,Mr. Queen,9.0,10,10,10,10,10
alon-luna,Mr. Queen,9.0,8.0,7.5,9.0,8.0,7.0
Jim Jong Jun,Mr. Queen,9.0,9.0,9.0,9.5,8.0,9.0
PHope,Mr. Queen,9.0,9.0,9.0,9.0,7.5,7.0
Dramaconnoisseur,Mr. Queen,9.0,10,10,10,10,10
Tanky Toon,Mr. Queen,9.0,10,10,10,10,9.0
TheRedCKunderwearJKfoled,Mr. Queen,9.0,10,10,10,9.5,10
E_lia2,Mr. Queen,9.0,8.0,7.0,9.5,9.0,6.5
Spicy Topokki,Mr. Queen,9.0,8.0,8.5,9.0,6.5,8.0
HermioneReynaChase,Mr. Queen,9.0,6.0,6.0,9.0,7.0,2.0
Nguyen-eThePooh,Mr. Queen,9.0,10,10,10,10,10
XS33,Mr. Queen,9.0,8.5,9.0,9.0,10,5.0
Wania,Mr. Queen,9.0,10,10,10,8.0,10
Theeniecee,Mr. Queen,9.0,8.0,8.5,8.0,8.0,7.5
DramaloverPanda,Mr. Queen,9.0,8.0,9.0,9.0,7.5,9.5
KdramaAngel,Mr. Queen,9.0,9.0,7.5,10,9.0,9.5
NISHOK G.V,Mr. Queen,9.0,8.5,8.5,8.5,4.5,7.5
gea,Mr. Queen,9.0,9.0,8.5,10,9.0,9.0
kimmi,Mr. Queen,9.0,10,10,10,10,10
MSHunt,Mr. Queen,9.0,10,9.0,10,10,10
Kitty,Mr. Queen,9.0,9.0,10,10,10,8.0
Xtinew,Mr. Queen,9.0,9.0,10,10,8.0,9.0
roddib,Mr. Queen,9.0,8.5,9.0,9.0,1.5,6.0
zensx_MDL,Mr. Queen,9.0,8.5,8.5,8.5,8.5,8.5
JulienLR,Mr. Queen,9.0,9.0,9.0,9.5,8.5,9.0
S Q,Mr. Queen,9.0,10,9.5,10,7.0,8.0
yasmim_m,Mr. Queen,9.0,9.0,9.5,9.5,10,9.0
priyashashank,Mr. Queen,9.0,9.0,8.5,10,8.0,6.0
Shin,Mr. Queen,9.0,8.5,10,10,5.5,5.0
sasharama,Mr. Queen,9.0,8.5,9.0,9.0,9.0,7.5
keren emekeme,Mr. Queen,9.0,9.5,10,10,10,10
romantic-at-heart,Mr. Queen,9.0,8.0,8.0,8.0,7.0,7.0
darshuuu,Mr. Queen,9.0,9.5,9.0,10,9.5,9.0
urmiii,Mr. Queen,9.0,9.5,10,10,9.0,9.0
Drama Addict,Mr. Queen,9.0,9.0,10,10,7.5,9.0
ana,Mr. Queen,9.0,8.0,8.0,10,9.0,6.0
PistachioMistachio,Mr. Queen,9.0,9.5,9.0,10,9.0,9.0
Ayuni,Mr. Queen,9.0,9.5,7.5,10,10,9.0
Ardene_lil,Mr. Queen,9.0,10,10,10,9.0,10
eatmelonn,Mr. Queen,9.0,8.5,8.5,9.5,8.0,9.0
kdramaaa love,Mr. Queen,9.0,7.5,7.5,9.5,9.0,9.5
tinini_kiss17,Mr. Queen,9.0,9.5,9.5,10,8.0,10
Chinese Empress,Mr. Queen,9.0,1.0,1.0,1.0,1.5,1.0
Graculus,Mr. Queen,9.0,8.5,7.5,10,8.0,8.0
OuBe,Mr. Queen,9.0,9.5,9.0,10,9.5,9.0
Rhea,Mr. Queen,9.0,9.0,9.0,9.5,8.5,9.0
Bethany,Mr. Queen,9.0,9.5,8.5,10,10,8.5
andreavega61,Mr. Queen,9.0,10,10,10,10,8.0
Anete143,Mr. Queen,9.0,10,10,10,10,10
Elias,Mr. Queen,9.0,10,10,10,6.0,8.0
FrankieBeans,Mr. Queen,9.0,10,10,10,10,10
Sammy_8868,Mr. Queen,9.0,10,9.5,10,9.0,10
mochi,Mr. Queen,9.0,7.5,5.0,8.0,7.5,7.0
Hazel,Mr. Queen,9.0,9.5,8.5,10,10,9.0
3IDRock,Mr. Queen,9.0,9.5,9.0,10,9.5,10
Haya Algeva,Mr. Queen,9.0,10,10,10,10,10
Misooo,Mr. Queen,9.0,10,10,10,10,10
Scarlett,Mr. Queen,9.0,9.5,9.0,9.5,7.0,9.0
Sill,Mr. Queen,9.0,9.0,10,9.0,10,9.5
Alisha Ann Sant,Mr. Queen,9.0,10,9.5,10,10,10
chiyo,Mr. Queen,9.0,9.0,9.0,10,10,8.0
Rafaela Carina,Mr. Queen,9.0,9.5,9.0,10,10,9.0
Dark Grogu,Mr. Queen,9.0,10,10,10,10,10
Eliza Treaty,Mr. Queen,9.0,7.5,7.5,8.0,10,6.0
ramen2011,Mr. Queen,9.0,2.0,1.0,9.0,8.0,1.0
Ioana,Mr. Queen,9.0,9.0,9.0,10,9.0,9.0
Rohan Jith,Mr. Queen,9.0,7.5,8.0,9.5,5.5,7.0
Rab,Mr. Queen,9.0,9.0,9.5,10,9.5,9.0
ltspada,Mr. Queen,9.0,9.5,9.0,10,9.0,8.0
OfSehun,Mr. Queen,9.0,2.5,1.0,4.0,5.0,1.0
rae,Mr. Queen,9.0,8.5,7.0,10,10,3.5
Krizklid,Mr. Queen,9.0,5.5,5.5,5.5,5.5,5.5
Bermie66,Mr. Queen,9.0,10,10,10,10,10
Heidulius,Mr. Queen,9.0,9.5,8.0,9.5,8.0,10
MJiwe,Mr. Queen,9.0,10,10,10,10,10
Ren_Darling,Mr. Queen,9.0,10,10,10,10,10
RedWineNBlue,Mr. Queen,9.0,10,10,10,10,10
The_Elliot,Mr. Queen,9.0,10,10,10,10,10
Waifong23,Mr. Queen,9.0,10,10,10,10,10
Hdawg7318,Mr. Queen,9.0,8.0,7.0,9.5,8.0,10
Amira Syafiqah,Mr. Queen,9.0,9.0,9.0,10,10,10
Maddy_XoX,Mr. Queen,9.0,8.0,7.0,10,9.0,3.0
Sirenas,Mr. Queen,9.0,9.0,9.0,9.5,8.5,8.0
Alexx KS,Mr. Queen,9.0,9.0,9.0,10,9.0,9.0
lii,Mr. Queen,9.0,10,9.5,10,10,10
Kimchiiallinonefan,Mr. Queen,9.0,9.5,9.5,10,9.0,9.0
The Wandering Storytelle,Mr. Queen,9.0,9.5,9.5,10,9.5,10
Hana00,Mr. Queen,9.0,9.0,9.0,8.5,8.0,8.0
Vaceline,Mr. Queen,9.0,8.5,7.0,9.0,7.5,8.0
Makkila,Mr. Queen,9.0,9.0,8.5,9.5,8.0,9.0
Nuhanaheem2020,Mr. Queen,9.0,10,10,10,10,10
LavenderChocolate,Mr. Queen,9.0,10,9.5,10,10,10
Jalvi_2812,Mr. Queen,9.0,8.0,7.5,9.5,8.5,8.0
Adisha Dwiputri,Mr. Queen,9.0,9.5,10,10,6.0,9.5
Tanlixia,Mr. Queen,9.0,8.5,8.5,10,8.5,7.0
lovelyxja,Mr. Queen,9.0,9.5,9.5,9.5,9.5,9.0
iaegdu,Mr. Queen,9.0,9.0,9.0,10,9.0,10
onethekdrama,Mr. Queen,9.0,10,10,10,10,10
Dramaholic,Mr. Queen,9.0,10,9.5,10,9.5,10
AdibJawad,Mr. Queen,9.0,10,10,8.5,6.0,10
vanelya10,Mr. Queen,9.0,10,10,10,10,10
s6eun0,Mr. Queen,9.0,9.5,9.5,10,8.0,10
Love River,Mr. Queen,9.0,10,10,10,10,10
Jiminie_forever,Mr. Queen,9.0,9.0,9.0,9.0,8.5,7.0
Miss Romcom,Mr. Queen,9.0,9.0,8.5,9.5,9.0,9.5
luckygal,Mr. Queen,9.0,10,10,9.0,8.0,10
dogonorate,Mr. Queen,9.0,7.5,7.5,7.5,7.5,6.0
immoralq,Mr. Queen,9.0,9.0,9.0,10,10,8.0
AtlLee,Mr. Queen,9.0,8.0,8.0,8.0,2.0,2.0
pao3719,Mr. Queen,9.0,9.0,9.0,9.5,7.5,9.0
Panda Panda,Mr. Queen,9.0,10,9.0,10,10,10
taurucian,Mr. Queen,9.0,8.5,8.5,9.0,7.0,9.5
kadie890,Mr. Queen,9.0,9.0,8.0,10,8.0,10
snipesmosley,Mr. Queen,9.0,10,9.5,10,9.5,10
NabeelaIssa,Mr. Queen,9.0,10,10,10,10,5.0
koo,Mr. Queen,9.0,10,10,10,10,10
GiGi JaZee Jae,Mr. Queen,9.0,10,10,10,10,10
sungjeez,Mr. Queen,9.0,10,10,10,10,10
k-dramatic,Mr. Queen,9.0,8.0,7.0,10,8.5,7.0
shubham singh,Mr. Queen,9.0,8.5,7.5,10,9.0,9.0
MAICA331,Mr. Queen,9.0,10,10,10,9.5,9.5
adeneyet,Mr. Queen,9.0,9.5,9.5,10,9.0,9.0
fluffysquishy,Mr. Queen,9.0,8.0,8.0,8.5,8.0,8.0
Naida Bilal,Mr. Queen,9.0,8.0,7.0,10,7.5,9.0
nayharagentil,Mr. Queen,9.0,10,10,10,10,10
Lazy Geek,Mr. Queen,9.0,9.0,9.0,10,9.0,7.5
winter_bear_tan,Mr. Queen,9.0,9.5,9.0,9.0,9.0,8.0
ArniA,Mr. Queen,9.0,9.0,9.0,9.0,8.0,8.5
Rita Hope,Mr. Queen,9.0,8.5,8.5,10,9.0,9.0
Anju bogummy,Mr. Queen,9.0,9.0,9.0,10,7.5,5.0
Isa,Mr. Queen,9.0,8.0,9.0,9.0,6.0,4.0
jnxdoe,Mr. Queen,9.0,8.5,8.0,9.0,8.0,9.0
HEBE8202,Mr. Queen,9.0,9.5,9.5,10,9.0,8.5
Jiajia,Mr. Queen,9.0,9.0,10,10,7.0,7.0
Gumiho in Tang dinasty,Mr. Queen,9.0,9.0,8.5,9.0,9.0,8.0
ticia,Mr. Queen,9.0,10,10,10,10,10
DonnaK2O,Mr. Queen,9.0,6.0,5.5,10,5.0,5.0
achuland,Mr. Queen,9.0,8.5,9.0,10,8.0,7.0
Montserrat Garcia,Mr. Queen,9.0,10,10,10,9.5,10
Miyu,Mr. Queen,9.0,6.0,7.0,9.0,7.0,1.0
nathalia,Mr. Queen,9.0,8.0,9.0,10,6.0,7.0
anaca,Mr. Queen,9.0,6.5,9.0,10,7.0,4.5
DayanaCosta,Mr. Queen,9.0,9.0,9.0,10,9.0,9.0
ashiilah,Mr. Queen,9.0,9.5,9.5,10,8.5,9.0
teixeiramai_,Mr. Queen,9.0,10,10,10,10,10
Little Lin Yi,Mr. Queen,9.0,9.0,10,10,8.0,10
hoolwy,Mr. Queen,9.0,10,9.5,10,10,8.5
Sabinaa,Mr. Queen,9.0,9.0,10,10,8.0,9.0
dawnraptor,Mr. Queen,9.0,9.5,10,9.5,9.0,9.5
LilyAvram,Mr. Queen,9.0,9.0,9.0,9.5,8.5,8.0
Thewhiteshadow,Mr. Queen,9.0,10,10,10,10,10
Saykah1,Mr. Queen,9.0,9.5,9.0,10,8.0,8.5
GertraudAnna,Mr. Queen,9.0,10,10,10,10,10
Isabela,Mr. Queen,9.0,9.0,8.5,10,8.5,7.0
Rocimoh,Mr. Queen,9.0,9.5,10,10,8.0,10
weirde,Mr. Queen,9.0,9.5,9.5,9.0,9.0,9.0
nextdramas,Mr. Queen,9.0,9.0,9.0,10,9.5,9.0
Moony,Mr. Queen,9.0,9.5,9.5,10,10,9.5
KorgKakyoin,The Glory Part 2,9.0,9.0,9.0,9.5,8.0,8.5
Starry night,The Glory Part 2,9.0,9.0,9.5,10,8.0,8.0
alexanny23,The Glory Part 2,9.0,8.0,10,8.0,7.0,7.0
Rima-chan,The Glory Part 2,9.0,4.5,4.5,10,7.5,1.0
pjbottomZzz,The Glory Part 2,9.0,6.0,10,6.0,5.0,3.0
dwejitoki07,The Glory Part 2,9.0,10,10,10,10,10
interregnum,The Glory Part 2,9.0,5.0,4.0,4.0,2.0,1.0
Tanlixia,The Glory Part 2,9.0,6.0,5.5,9.0,5.0,4.5
Jun Kim,The Glory Part 2,9.0,10,10,10,9.0,9.5
Ella,The Glory Part 2,9.0,7.0,7.0,7.0,7.0,7.0
Luffy,The Glory Part 2,9.0,10,10,10,10,10
teacatt,The Glory Part 2,9.0,6.5,6.5,8.0,5.5,2.0
jaheffry,The Glory Part 2,9.0,10,9.0,10,10,10
Anthojay,The Glory Part 2,9.0,6.5,7.0,8.0,5.5,5.5
CDNJ,The Glory Part 2,9.0,3.5,2.0,10,6.0,1.0
LiN,The Glory Part 2,9.0,8.5,8.5,9.5,7.5,7.5
A,The Glory Part 2,9.0,5.0,5.0,8.0,8.0,5.0
Terry Tsurugi,The Glory Part 2,9.0,6.0,7.0,5.5,7.0,6.0
cejj,The Glory Part 2,9.0,9.5,9.0,10,9.5,10
Maritza,The Glory Part 2,9.0,7.0,6.0,8.0,8.0,3.0
miridha,The Glory Part 2,9.0,3.5,2.5,5.5,7.0,1.0
itzcrystalhere,The Glory Part 2,9.0,6.0,7.5,6.5,5.0,5.0
aahana,The Glory Part 2,9.0,7.0,7.5,8.0,5.5,6.5
XingBack,The Glory Part 2,9.0,1.5,1.0,8.0,6.0,1.0
Lanshe,The Glory Part 2,9.0,4.5,3.5,7.5,6.0,1.0
chazerb,The Glory Part 2,9.0,10,10,10,10,10
Dramaholic,The Glory Part 2,9.0,9.5,9.5,9.5,9.5,9.0
Layeeqa Samreen,The Glory Part 2,9.0,10,10,10,9.0,9.5
TrippleR7,The Glory Part 2,9.0,7.5,7.5,7.5,8.0,3.0
rup,The Glory Part 2,9.0,9.5,10,10,9.0,9.0
VIRGO497,The Glory Part 2,9.0,10,9.5,9.0,9.0,9.5
theeprincess,The Glory Part 2,9.0,9.0,9.0,9.0,8.0,9.5
Myska,The Glory Part 2,9.0,10,10,10,10,10
zeeeeny,The Glory Part 2,9.0,10,10,10,8.0,10
Aramintai,The Glory Part 2,9.0,8.0,8.0,9.0,7.0,7.0
TWolfG_,The Glory Part 2,9.0,10,9.5,10,10,9.0
JustCruisin,The Glory Part 2,9.0,2.5,2.0,3.5,1.5,1.0
kobeno1,The Glory Part 2,9.0,10,10,10,8.0,8.0
Rumi,The Glory Part 2,9.0,9.0,10,10,5.0,10
Junhya,The Glory Part 2,9.0,10,10,10,10,10
eggomochi,The Glory Part 2,9.0,6.0,7.0,9.0,8.0,1.5
Woodie972,The Glory Part 2,9.0,10,10,10,9.0,10
L C,The Glory Part 2,9.0,10,10,10,10,10
K and C - drama Addict 0,The Glory Part 2,9.0,10,10,10,10,10
Shehe,The Glory Part 2,9.0,9.5,9.5,9.5,9.0,9.5
XS33,The Glory Part 2,9.0,10,10,10,10,10
hanna,The Glory Part 2,9.0,10,10,10,10,10
mycloverformrdarcy,The Glory Part 2,9.0,10,10,10,8.0,5.0
Dramatic Rush,The Glory Part 2,9.0,9.5,10,10,9.0,9.0
linxminx,The Glory Part 2,9.0,10,10,10,8.0,10
Theodore,The Glory Part 2,9.0,8.5,9.0,9.0,8.0,8.0
Dramaaddict_x_x,The Glory Part 2,9.0,8.5,8.5,10,9.5,7.5
GiGi JaZee Jae,The Glory Part 2,9.0,9.0,8.0,10,10,7.0
Zhang Qiling,The Glory Part 2,9.0,6.5,5.0,8.0,2.0,1.0
specialdosa,The Glory Part 2,9.0,10,9.5,10,9.5,9.0
emilybarnes688,The Glory Part 2,9.0,8.0,7.5,10,9.5,3.0
MintyJJ,The Glory Part 2,9.0,9.5,9.0,10,9.5,10
kdramakitty,The Glory Part 2,9.0,8.0,7.0,9.0,8.0,8.0
easywayexpress,The Glory Part 2,9.0,10,10,10,10,10
felipearpa,The Glory Part 2,9.0,9.5,9.0,10,10,10
ryoato,The Glory Part 2,9.0,10,10,10,8.5,8.5
S Q,The Glory Part 2,9.0,8.0,8.0,8.0,6.5,7.5
Hancock23,The Glory Part 2,9.0,9.0,9.0,8.0,9.0,10
nene,The Glory Part 2,9.0,10,9.5,10,8.0,8.5
HIRAI MOMO,The Glory Part 2,9.0,9.5,9.5,10,8.0,9.5
-sansalma,The Glory Part 2,9.0,9.0,7.5,10,9.0,10
hanjihyun_love,The Glory Part 2,9.0,9.0,10,10,7.5,9.0
3IDRock,The Glory Part 2,9.0,9.0,9.0,9.5,8.5,8.0
vampbunny,The Glory Part 2,9.0,10,10,10,9.5,10
Tanky Toon,The Glory Part 2,9.0,9.0,10,10,9.0,7.5
MG Mayre,The Glory Part 2,9.0,9.5,9.5,10,10,8.0
LuckyGirlGwenIce,The Glory Part 2,9.0,9.0,9.0,9.0,9.0,9.0
Cykodramaqueen,The Glory Part 2,9.0,9.0,9.0,9.0,8.0,4.0
AthenaR,The Glory Part 2,9.0,9.5,10,10,10,8.0
Sarang,The Glory Part 2,9.0,9.5,9.5,10,9.0,9.5
Ari Li,The Glory Part 2,9.0,8.0,8.0,9.5,9.0,7.0
Haruna20,The Glory Part 2,9.0,8.5,8.5,8.5,8.0,5.0
whiteybao,The Glory Part 2,9.0,9.5,8.5,8.0,5.5,10
Yvnno,The Glory Part 2,9.0,9.0,9.5,8.0,7.0,8.0
Shiro,The Glory Part 2,9.0,8.5,9.0,8.5,8.5,6.0
runswithbooks,The Glory Part 2,9.0,9.0,9.0,9.5,8.5,10
Cierra McCauley,The Glory Part 2,9.0,10,10,10,10,10
Red,The Glory Part 2,9.0,10,10,10,8.5,8.5
susukam,The Glory Part 2,9.0,9.5,9.5,10,8.0,9.5
Thursday10,The Glory Part 2,9.0,10,10,10,10,10
nepttune,The Glory Part 2,9.0,9.5,10,10,9.0,10
ryu su yeol my beloved,The Glory Part 2,9.0,9.5,9.5,9.5,7.0,9.0
saira123,The Glory Part 2,9.0,9.5,9.0,10,9.5,9.0
kookiejamz,The Glory Part 2,9.0,7.0,7.0,8.0,8.0,5.0
pattenrond,The Glory Part 2,9.0,6.0,6.0,7.5,5.0,5.0
Ghazan,The Glory Part 2,9.0,9.0,8.0,9.5,7.5,5.0
Draven Stormblade,The Glory Part 2,9.0,8.5,8.5,8.5,7.5,7.5
sloanefix,The Glory Part 2,9.0,10,10,10,7.0,7.5
5Julius,The Glory Part 2,9.0,8.0,7.0,10,8.0,8.0
Jim Jong Jun,The Glory Part 2,9.0,9.0,9.0,9.0,8.5,8.5
ZxcxZ,The Glory Part 2,9.0,9.5,9.5,9.5,9.5,9.5
fairlysleepy,The Glory Part 2,9.0,7.0,6.5,9.5,6.5,5.0
Beatrice,The Glory Part 2,9.0,10,10,10,8.0,8.0
BecauseMyMemorySucks,The Glory Part 2,9.0,8.5,8.5,10,7.0,7.0
Hanah,The Glory Part 2,9.0,8.5,8.5,10,8.0,8.0
asianblreviews,The Glory Part 2,9.0,7.5,8.0,8.0,8.0,6.0
Jose_Luis,The Glory Part 2,9.0,10,10,10,9.0,10
Izzu162,The Glory Part 2,9.0,9.5,10,10,9.0,9.5
EmmaHasan,The Glory Part 2,9.0,10,10,10,4.0,6.0
Heracin,The Glory Part 2,9.0,9.5,9.5,9.5,9.5,8.5
dtt,The Glory Part 2,9.0,10,10,10,10,9.0
Juelin,The Glory Part 2,9.0,8.5,8.5,10,9.0,8.0
melaa4,The Glory Part 2,9.0,8.5,8.5,9.0,9.0,6.5
CoffeeCatDramas,The Glory Part 2,9.0,9.5,10,9.5,10,9.0
mintae,The Glory Part 2,9.0,7.0,6.5,10,7.0,5.0
twiceskrw,The Glory Part 2,9.0,7.0,7.0,9.0,9.0,5.0
Nicolelodeon,The Glory Part 2,9.0,10,10,10,10,10
kdramadreaming,The Glory Part 2,9.0,9.0,9.0,9.0,9.0,9.0
ColourMePurple,The Glory Part 2,9.0,10,10,10,9.5,10
SweetV,The Glory Part 2,9.0,10,10,10,10,10
hananiarashi,The Glory Part 2,9.0,3.5,3.5,3.5,2.0,1.5
yasmina,The Glory Part 2,9.0,10,10,10,10,10
PHope,The Glory Part 2,9.0,5.0,7.0,8.0,5.0,5.0
TheDramaReader,The Glory Part 2,9.0,9.0,8.5,9.0,9.0,8.5
Cherry_2,The Glory Part 2,9.0,10,10,10,10,10
naive_gender,The Glory Part 2,9.0,9.0,10,9.0,10,8.5
ilikeyeoureum,The Glory Part 2,9.0,10,10,9.0,1.5,7.5
Kaye1408,The Glory Part 2,9.0,9.0,10,10,8.0,6.0
lurkingshan,The Glory Part 2,9.0,9.5,9.5,10,9.0,8.0
DCook206,The Glory Part 2,9.0,9.5,9.0,10,8.0,9.0
SUNFLOWER,The Glory Part 2,9.0,10,10,10,9.5,10
dvadout,The Glory Part 2,9.0,7.5,8.0,9.0,1.0,3.5
JustJane,The Glory Part 2,9.0,7.5,8.0,10,7.5,7.0
marina,The Glory Part 2,9.0,10,10,10,10,10
xXabsintheXx,The Glory Part 2,9.0,9.5,9.5,10,9.0,9.0
aeri,The Glory Part 2,9.0,10,10,10,7.0,7.0
N1n_iii,The Glory Part 2,9.0,10,9.5,10,10,8.5
StrongFL,The Glory Part 2,9.0,10,10,10,10,10
Who cares,The Glory Part 2,9.0,7.5,7.0,9.0,7.5,5.0
dieni,The Glory Part 2,9.0,10,10,10,9.0,10
achuland,The Glory Part 2,9.0,8.0,8.0,10,5.0,5.0
vitoria,The Glory Part 2,9.0,8.0,9.0,10,8.0,8.0
Ellea,The Glory Part 2,9.0,10,10,10,9.0,10
Andri,The Glory Part 2,9.0,8.5,10,10,7.0,7.0
DayanaCosta,The Glory Part 2,9.0,8.0,8.0,9.0,8.0,5.0
iamestter,The Glory Part 2,9.0,3.0,8.0,7.5,5.5,6.5
gazetinha,The Glory Part 2,9.0,4.5,3.0,10,5.0,1.0
Carol,The Glory Part 2,9.0,9.0,10,10,7.0,9.0
xofisz_,The Glory Part 2,9.0,10,9.0,10,10,7.5
lucia,The Glory Part 2,9.0,10,10,10,10,10
leticia,The Glory Part 2,9.0,10,10,10,10,9.5
cbbit,The Glory Part 2,9.0,9.0,9.0,10,8.5,8.0
JessBrissantt,The Glory Part 2,9.0,9.5,9.0,10,8.0,6.0
manuhhz_,The Glory Part 2,9.0,9.0,10,10,8.5,10
raintruenos,The Glory Part 2,9.0,9.5,10,10,6.0,9.0
nathasm,The Glory Part 2,9.0,10,10,10,10,10
HoteldelLuna7,The Glory Part 2,9.0,8.5,9.0,10,6.0,5.0
thisOx,The Glory Part 2,9.0,9.0,9.0,10,6.0,8.5
ackzxy,The Glory Part 2,9.0,9.0,9.5,10,6.5,8.0
Lunna,The Glory Part 2,9.0,10,10,10,10,10
fer,The Glory Part 2,9.0,10,10,10,10,10
NancyBBR,The Glory Part 2,9.0,10,10,10,1.5,10
Ackery,Monster,9.0,10,10,10,10,10
Ashu,Monster,9.0,9.5,10,10,10,8.0
ryoato,Monster,9.0,10,9.0,10,10,10
Wei Lan,Monster,9.0,10,10,10,10,10
seiji,Monster,9.0,10,10,10,10,10
kuro,Monster,9.0,10,10,10,10,10
huhugoblin,Monster,9.0,9.5,9.5,10,10,9.0
sanariya,Monster,9.0,10,10,10,10,10
sam,Monster,9.0,9.5,10,10,10,10
cejj,Monster,9.0,10,10,10,10,10
cherry,Monster,9.0,10,10,10,10,10
nnanosavy,Monster,9.0,9.5,10,9.5,8.0,9.5
Heracin,Monster,9.0,9.0,9.5,9.5,8.0,9.0
The BL Xpress,Monster,9.0,7.5,7.5,7.5,7.5,7.0
kenzie,Monster,9.0,10,10,10,6.0,4.0
jaheffry,Monster,9.0,10,10,10,10,10
Kate,Monster,9.0,9.5,9.5,10,10,10
Zelme,Monster,9.0,10,10,10,8.0,9.0
infoosan,Monster,9.0,9.5,10,10,8.5,8.5
cheshire,Monster,9.0,8.5,9.0,9.0,6.5,6.0
autumn carrot,Monster,9.0,10,10,10,10,10
Th3spian,Monster,9.0,10,10,10,10,10
Kdrama fanatic,Monster,9.0,9.0,10,10,5.5,10
jelli,Monster,9.0,10,10,10,10,10
d6the,Monster,9.0,10,10,10,10,10
Xavier,Monster,9.0,9.0,10,8.0,9.0,9.0
Sugar,Monster,9.0,10,10,10,9.5,10
cacawatchingbls,Monster,9.0,9.5,9.5,10,9.5,9.0
Jalvi_2812,Monster,9.0,8.5,9.5,9.0,8.5,8.5
winterboy,Monster,9.0,10,10,10,9.5,10
The boyfriend,Monster,9.0,10,10,10,10,10
snoopy,Monster,9.0,10,10,10,9.5,10
PurpleDazzle,Monster,9.0,10,10,10,7.0,9.0
MouPriya,Monster,9.0,10,9.5,9.5,9.5,9.5
Tommy,Monster,9.0,10,10,10,10,10
Luna,Monster,9.0,9.0,9.0,8.0,6.0,7.0
MarcelaBor,Monster,9.0,9.0,8.5,9.5,8.0,7.5
Yuu,Monster,9.0,8.5,8.0,9.0,7.0,1.0
Paca_twt,Monster,9.0,7.0,7.0,7.0,5.0,1.0
sunny4ever,Monster,9.0,9.5,10,9.5,8.5,9.5
moonypiglet,Monster,9.0,9.0,9.5,10,10,10
Skylar,Monster,9.0,10,10,10,10,10
Starsoftheuniverse,Monster,9.0,8.5,8.5,10,7.5,10
tahira55,Monster,9.0,6.0,7.0,7.0,5.0,1.0
ariel alba,Monster,9.0,10,10,10,10,10
Kenseiden,Monster,9.0,9.5,9.5,10,9.0,9.5
duds porongo,Monster,9.0,9.0,9.0,8.0,7.0,7.0
TayJC,Monster,9.0,10,10,10,10,10
Mary,Monster,9.0,10,10,10,10,10
Lunna,Monster,9.0,8.5,8.0,9.0,5.0,6.5
Reijir,Word of Honor - Epilogue,9.0,10,10,10,10,10
FoxFae,Word of Honor - Epilogue,9.0,9.5,10,10,9.5,9.0
Betweensunandsea,Word of Honor - Epilogue,9.0,9.0,9.0,9.0,9.0,9.0
Giuca,Word of Honor - Epilogue,9.0,4.0,5.0,5.0,5.0,1.5
Catcat9889,Word of Honor - Epilogue,9.0,10,10,10,10,10
Xtinew,Word of Honor - Epilogue,9.0,10,10,10,10,10
Mariam Hashmi,Word of Honor - Epilogue,9.0,1.5,1.5,1.5,1.0,1.0
Yova Lu6,Word of Honor - Epilogue,9.0,10,10,10,10,10
